label,group,group_definition,n,base_rate_true_positive_rate,predicted_positive_rate,TN,FP,FN,TP,accuracy,precision,recall_TPR,specificity_TNR,FPR,FNR,F1,AUC,base_rate_true_positive_rate_gap_vs_no_identity_mention,predicted_positive_rate_gap_vs_no_identity_mention,accuracy_gap_vs_no_identity_mention,precision_gap_vs_no_identity_mention,recall_TPR_gap_vs_no_identity_mention,FPR_gap_vs_no_identity_mention,FNR_gap_vs_no_identity_mention,F1_gap_vs_no_identity_mention,AUC_gap_vs_no_identity_mention
severe_toxic,nationality_immigration,identity_term_mention_from_jigsaw_comment_text,83,0.0,0.0,83,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,-0.009564126685481343,-0.012699905926622766,0.010870701369290248,-0.448559670781893,-0.5956284153005464,-0.007070866972719117,-0.40437158469945356,-0.5117370892018779,
severe_toxic,race_latino,identity_term_mention_from_jigsaw_comment_text,33,0.0,0.0,33,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,-0.009564126685481343,-0.012699905926622766,0.010870701369290248,-0.448559670781893,-0.5956284153005464,-0.007070866972719117,-0.40437158469945356,-0.5117370892018779,
threat,sexuality_lgbtq,identity_term_mention_from_jigsaw_comment_text,179,0.03910614525139665,0.03910614525139665,170,2,2,5,0.9776536312849162,0.7142857142857143,0.7142857142857143,0.9883720930232558,0.011627906976744186,0.2857142857142857,0.7142857142857143,0.9916943521594684,0.03617941795966465,0.03617941795966465,-0.01973321934746597,0.1607142857142857,0.1607142857142857,0.01031749708052865,-0.16071428571428575,0.1607142857142857,0.06290296192688927
threat,race_white,identity_term_mention_from_jigsaw_comment_text,187,0.0053475935828877,0.016042780748663103,184,2,0,1,0.9893048128342246,0.3333333333333333,1.0,0.989247311827957,0.010752688172043012,0.0,0.5,1.0,0.002420866291155705,0.013116053456931108,-0.008082037798157637,-0.2202380952380953,0.4464285714285714,0.009442278275827476,-0.44642857142857145,-0.0535714285714286,0.07120860976742083
threat,race_asian,identity_term_mention_from_jigsaw_comment_text,306,0.0,0.006535947712418301,304,2,0,0,0.9934640522875817,0.0,0.0,0.9934640522875817,0.006535947712418301,0.0,0.0,,-0.0029267272917319954,0.0036092204206863055,-0.003922798344800471,-0.5535714285714286,-0.5535714285714286,0.005225537816202765,-0.44642857142857145,-0.5535714285714286,
threat,religion_muslim,identity_term_mention_from_jigsaw_comment_text,170,0.0058823529411764705,0.011764705882352941,168,1,0,1,0.9941176470588236,0.5,1.0,0.9940828402366864,0.005917159763313609,0.0,0.6666666666666666,1.0,0.002955625649444475,0.008837978590620946,-0.0032692035735586433,-0.0535714285714286,0.4464285714285714,0.004606749867098073,-0.44642857142857145,0.11309523809523803,0.07120860976742083
threat,race_black,identity_term_mention_from_jigsaw_comment_text,253,0.003952569169960474,0.007905138339920948,251,1,0,1,0.9960474308300395,0.5,1.0,0.996031746031746,0.003968253968253968,0.0,0.6666666666666666,1.0,0.0010258418782284786,0.004978411048188953,-0.0013394198023426451,-0.0535714285714286,0.4464285714285714,0.002657844072038432,-0.44642857142857145,0.11309523809523803,0.07120860976742083
threat,gender_female,identity_term_mention_from_jigsaw_comment_text,1072,0.0037313432835820895,0.007462686567164179,1064,4,0,4,0.996268656716418,0.5,1.0,0.9962546816479401,0.003745318352059925,0.0,0.6666666666666666,1.0,0.0008046159918500941,0.004535959275432183,-0.0011181939159642384,-0.0535714285714286,0.4464285714285714,0.0024349084558443887,-0.44642857142857145,0.11309523809523803,0.07120860976742083
threat,any_identity_mention,identity_term_mention_from_jigsaw_comment_text,4802,0.003331945022907122,0.0049979175343606835,4772,14,6,10,0.9958350687213661,0.4166666666666667,0.625,0.9970748015043878,0.0029251984956122023,0.375,0.5,0.9946458420392812,0.00040521773117512677,0.002071190242628688,-0.0015517819110161257,-0.13690476190476192,0.0714285714285714,0.001614788599396666,-0.07142857142857145,-0.0535714285714286,0.06585445180670202
threat,religion_christian,identity_term_mention_from_jigsaw_comment_text,377,0.0,0.002652519893899204,376,1,0,0,0.9973474801061007,0.0,0.0,0.9973474801061007,0.002652519893899204,0.0,0.0,,-0.0029267272917319954,-0.0002742073978327913,-3.9370526281445883e-05,-0.5535714285714286,-0.5535714285714286,0.0013421099976836679,-0.44642857142857145,-0.5535714285714286,
threat,gender_male,identity_term_mention_from_jigsaw_comment_text,2922,0.0023956194387405884,0.0023956194387405884,2910,5,5,2,0.9965776865160849,0.2857142857142857,0.2857142857142857,0.9982847341337907,0.0017152658662092624,0.7142857142857143,0.2857142857142857,0.9929919137466308,-0.000531107852991407,-0.000531107852991407,-0.0008091641162972785,-0.2678571428571429,-0.2678571428571429,0.00040485596999372615,0.26785714285714285,-0.2678571428571429,0.06420052351405159
threat,all_comments,identity_term_mention_from_jigsaw_comment_text,23936,0.0030080213903743314,0.0033422459893048127,23825,39,31,41,0.9970755347593583,0.5125,0.5694444444444444,0.9983657391887362,0.0016342608112638283,0.4305555555555556,0.5394736842105262,0.9447721114090961,8.129409864233604e-05,0.00041551869757281736,-0.0003113158730239096,-0.04107142857142865,0.015873015873015817,0.000323850915048292,-0.015873015873015872,-0.014097744360902387,0.015980721176516943
threat,no_identity_mention,identity_term_mention_from_jigsaw_comment_text,19134,0.0029267272917319954,0.0029267272917319954,19053,25,25,31,0.9973868506323822,0.5535714285714286,0.5535714285714286,0.9986895901037844,0.0013104098962155363,0.44642857142857145,0.5535714285714286,0.9287913902325792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
threat,religion_jewish,identity_term_mention_from_jigsaw_comment_text,249,0.0,0.0,249,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,-0.0029267272917319954,-0.0029267272917319954,0.0026131493676178064,-0.5535714285714286,-0.5535714285714286,-0.0013104098962155363,-0.44642857142857145,-0.5535714285714286,
threat,race_arab_middle_eastern,identity_term_mention_from_jigsaw_comment_text,129,0.0,0.0,129,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,-0.0029267272917319954,-0.0029267272917319954,0.0026131493676178064,-0.5535714285714286,-0.5535714285714286,-0.0013104098962155363,-0.44642857142857145,-0.5535714285714286,
threat,disability,identity_term_mention_from_jigsaw_comment_text,90,0.0,0.0,90,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,-0.0029267272917319954,-0.0029267272917319954,0.0026131493676178064,-0.5535714285714286,-0.5535714285714286,-0.0013104098962155363,-0.44642857142857145,-0.5535714285714286,
threat,nationality_immigration,identity_term_mention_from_jigsaw_comment_text,83,0.0,0.0,83,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,-0.0029267272917319954,-0.0029267272917319954,0.0026131493676178064,-0.5535714285714286,-0.5535714285714286,-0.0013104098962155363,-0.44642857142857145,-0.5535714285714286,
threat,religion_hindu,identity_term_mention_from_jigsaw_comment_text,47,0.0,0.0,47,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,-0.0029267272917319954,-0.0029267272917319954,0.0026131493676178064,-0.5535714285714286,-0.5535714285714286,-0.0013104098962155363,-0.44642857142857145,-0.5535714285714286,
threat,race_latino,identity_term_mention_from_jigsaw_comment_text,33,0.0,0.0,33,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,-0.0029267272917319954,-0.0029267272917319954,0.0026131493676178064,-0.5535714285714286,-0.5535714285714286,-0.0013104098962155363,-0.44642857142857145,-0.5535714285714286,
toxic,sexuality_lgbtq,identity_term_mention_from_jigsaw_comment_text,179,0.553072625698324,0.5754189944134078,65,15,11,88,0.8547486033519553,0.8543689320388349,0.8888888888888888,0.8125,0.1875,0.1111111111111111,0.8712871287128712,0.9245580808080809,0.46375518031314583,0.4855266561673537,-0.11917216595921842,0.0026247459923233185,0.03166244067355828,0.17286585365853657,-0.03166244067355828,0.016810604945008856,-0.06477777552848818
toxic,disability,identity_term_mention_from_jigsaw_comment_text,90,0.13333333333333333,0.13333333333333333,73,5,5,7,0.8888888888888888,0.5833333333333334,0.5833333333333334,0.9358974358974359,0.0641025641025641,0.4166666666666667,0.5833333333333334,0.9252136752136753,0.044015887948155114,0.043440995087279194,-0.08503188042228493,-0.2684108527131782,-0.2738931148819972,0.04946841776110068,0.2738931148819973,-0.27114319043452895,-0.0641221811228938
toxic,religion_jewish,identity_term_mention_from_jigsaw_comment_text,249,0.14457831325301204,0.1566265060240964,202,11,8,28,0.9236947791164659,0.717948717948718,0.7777777777777778,0.9483568075117371,0.051643192488262914,0.2222222222222222,0.7466666666666666,0.9490088680229526,0.055260867867833824,0.06673416777804225,-0.05022599019470786,-0.13379546809779364,-0.07944867043755277,0.0370090461467995,0.07944867043755283,-0.10780985710119573,-0.040326988313616474
toxic,religion_hindu,identity_term_mention_from_jigsaw_comment_text,47,0.0851063829787234,0.1276595744680851,41,2,0,4,0.9574468085106383,0.6666666666666666,1.0,0.9534883720930233,0.046511627906976744,0.0,0.8,1.0,-0.004211062406454816,0.03776723622203096,-0.016473960800535425,-0.18507751937984496,0.14277355178466944,0.03187748156551333,-0.14277355178466938,-0.05447652376786227,0.010664143663430936
toxic,religion_christian,identity_term_mention_from_jigsaw_comment_text,377,0.11405835543766578,0.1220159151193634,320,14,11,32,0.9336870026525199,0.6956521739130435,0.7441860465116279,0.9580838323353293,0.041916167664670656,0.2558139534883721,0.7191011235955057,0.9741679431834006,0.02474091005248756,0.03212357687330926,-0.04023376665865386,-0.15609201213346813,-0.11304040170370266,0.027282021323207242,0.11304040170370272,-0.1353754001723566,-0.015167913153168455
toxic,race_arab_middle_eastern,identity_term_mention_from_jigsaw_comment_text,129,0.05426356589147287,0.07751937984496124,118,4,1,6,0.9612403100775194,0.6,0.8571428571428571,0.9672131147540983,0.03278688524590164,0.14285714285714285,0.7058823529411764,0.9882903981264637,-0.03505387949370535,-0.012372958401092898,-0.012680459233654351,-0.2517441860465116,-8.359107247346564e-05,0.018152738904438227,8.359107247346564e-05,-0.1485941708266859,-0.0010454582101053767
toxic,race_black,identity_term_mention_from_jigsaw_comment_text,253,0.20948616600790515,0.22134387351778656,194,6,3,50,0.9644268774703557,0.8928571428571429,0.9433962264150944,0.97,0.03,0.05660377358490566,0.9174311926605505,0.9853773584905661,0.12016872062272693,0.13145153527173242,-0.009493891840818058,0.04111295681063132,0.08616977819976379,0.015365853658536583,-0.08616977819976372,0.06295466889268819,-0.003958497846002995
toxic,gender_male,identity_term_mention_from_jigsaw_comment_text,2922,0.10164271047227925,0.1026694045174538,2556,69,66,231,0.9537987679671458,0.77,0.7777777777777778,0.9737142857142858,0.026285714285714287,0.2222222222222222,0.7738693467336684,0.9739073272406605,0.012325265087101037,0.012777066271399656,-0.020122001344027973,-0.08174418604651157,-0.07944867043755277,0.011651567944250872,0.07944867043755283,-0.08060717703419396,-0.015428529095908528
toxic,religion_muslim,identity_term_mention_from_jigsaw_comment_text,170,0.1,0.1,149,4,4,13,0.9529411764705882,0.7647058823529411,0.7647058823529411,0.9738562091503268,0.026143790849673203,0.23529411764705882,0.7647058823529412,0.9700115340253748,0.010682554614821788,0.010107661753945868,-0.020979592840585592,-0.08703830369357046,-0.09252056586238944,0.011509644508209788,0.09252056586238944,-0.08977064141492108,-0.019324322311194297
toxic,any_identity_mention,identity_term_mention_from_jigsaw_comment_text,4802,0.12182423990004165,0.12140774677217826,4107,110,112,473,0.9537692628071637,0.8113207547169812,0.8085470085470086,0.973915105525255,0.02608489447474508,0.19145299145299147,0.809931506849315,0.9781095646639874,0.032506794514863435,0.031515408526124125,-0.020151506504010097,-0.04042343132953041,-0.048679439668322,0.011450748133281665,0.04867943966832208,-0.04454501691854729,-0.011226291672581712
toxic,race_white,identity_term_mention_from_jigsaw_comment_text,187,0.12299465240641712,0.11229946524064172,160,4,6,17,0.946524064171123,0.8095238095238095,0.7391304347826086,0.975609756097561,0.024390243902439025,0.2608695652173913,0.7727272727272727,0.985949098621421,0.0336772070212389,0.02240712699458758,-0.02739670514005077,-0.04222037652270205,-0.11809601343272191,0.00975609756097561,0.11809601343272191,-0.08174925104058961,-0.00338675771514807
toxic,gender_female,identity_term_mention_from_jigsaw_comment_text,1072,0.11753731343283583,0.11473880597014925,925,21,24,102,0.9580223880597015,0.8292682926829268,0.8095238095238095,0.9778012684989429,0.022198731501057084,0.19047619047619047,0.8192771084337348,0.9846848887546562,0.02821986804765761,0.024846467724095114,-0.01589838125147225,-0.022475893363584798,-0.04770263869152103,0.0075645851595936685,0.04770263869152108,-0.035199415334127515,-0.004650967581912857
toxic,race_asian,identity_term_mention_from_jigsaw_comment_text,306,0.06209150326797386,0.06535947712418301,281,6,5,14,0.9640522875816994,0.7,0.7368421052631579,0.9790940766550522,0.020905923344947737,0.2631578947368421,0.717948717948718,0.9826700898587933,-0.02722594211720436,-0.024532861121871127,-0.00986848172947441,-0.15174418604651163,-0.12038434295217271,0.006271777003484321,0.12038434295217271,-0.13652780581914437,-0.006665766477775725
toxic,all_comments,identity_term_mention_from_jigsaw_comment_text,23936,0.09583890374331551,0.0962149064171123,21277,365,356,1938,0.9698780080213903,0.8415110725141121,0.8448125544899738,0.9831346455965253,0.016865354403474725,0.15518744551002617,0.8431585816837067,0.9872854411330225,0.0065214583581372915,0.006322568171058168,-0.004042761289783425,-0.01023311353239953,-0.012413893725356728,0.0022312080620113094,0.012413893725356784,-0.011317942084155597,-0.0020504152035465406
toxic,no_identity_mention,identity_term_mention_from_jigsaw_comment_text,19134,0.08931744538517822,0.08989233824605414,17170,255,244,1465,0.9739207693111738,0.8517441860465116,0.8572264482153306,0.9853658536585366,0.014634146341463415,0.14277355178466938,0.8544765237678623,0.9893358563365691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toxic,nationality_immigration,identity_term_mention_from_jigsaw_comment_text,83,0.060240963855421686,0.03614457831325301,78,0,2,3,0.9759036144578314,1.0,0.6,1.0,0.0,0.4,0.7499999999999999,1.0,-0.02907648152975653,-0.05374775993280113,0.001982845146657586,0.1482558139534884,-0.2572264482153306,-0.014634146341463415,0.25722644821533064,-0.10447652376786243,0.010664143663430936
toxic,race_latino,identity_term_mention_from_jigsaw_comment_text,33,0.12121212121212122,0.09090909090909091,29,0,1,3,0.9696969696969697,1.0,0.75,1.0,0.0,0.25,0.8571428571428571,1.0,0.031894675826943,0.001016752663036774,-0.004223799614204049,0.1482558139534884,-0.10722644821533056,-0.014634146341463415,0.10722644821533062,0.002666333374994778,0.010664143663430936
